mission,phase,model_type,data,model_name,timestamp,window_size,channels,event_wise_precision,event_wise_recall,event_wise_f0.5,subsystem_aware_precision,subsystem_aware_recall,subsystem_aware_f0.5,channel_aware_precision,channel_aware_recall,channel_aware_f0.5,alarming_precision,adtqc_after_ratio,adtqc_score,affiliation_based_precision,affiliation_based_recall,affiliation_based_f0.5
2,4,AutoEnconderFullWindow,train,Phase4_Channels18-28_window50_percentile99_epochs25_lr0.0001__2025-01-07_08-49-57,2025-01-07 09:21:31,50,subset,0.9934987140643085,0.6382113821138211,0.8939659323382553,0.6382113821138211,0.6382113821138211,0.6382113821138211,0.6382113821138211,0.09577790096082778,0.2785457505855437,0.12208398133748057,0.9872611464968153,0.9817085452721952,0.8156585187085934,0.6093072773663687,0.7639161386801273
2,4,AutoEnconderFullWindow,val,Phase4_Channels18-28_window50_percentile99_epochs25_lr0.0001__2025-01-07_08-49-57,2025-01-07 09:21:31,50,subset,1.0,0.8888888888888888,0.9756097560975611,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.10546202768424989,0.342756622483718,0.13186813186813187,1.0,0.9980106971385831,0.9444444444444444,0.8842506132463924,0.9317588697258355
2,4,AutoEnconderFullWindow,test,Phase4_Channels18-28_window50_percentile99_epochs25_lr0.0001__2025-01-07_08-49-57,2025-01-07 09:21:31,50,subset,0.9956670100502175,0.6571428571428571,0.9026661391463587,0.6571428571428571,0.6571428571428571,0.6571428571428571,0.6571428571428571,0.09116738816738817,0.2790143720417005,0.18930041152263374,1.0,0.9961955840700906,0.8275992450525098,0.6335867388408223,0.7798398241398017
2,4,AutoEnconderLastEvent,train,Phase4_Channels18-28_window50_percentile99_epochs25_lr0.0001__2025-01-07_09-23-30,2025-01-07 09:56:25,50,subset,0.9994293208382767,0.7439024390243902,0.9351831453908556,0.7439024390243902,0.7439024390243902,0.7439024390243902,0.7368563685636856,0.1683360902873098,0.4140589050359295,0.15601023017902813,0.989010989010989,0.9756449071461794,0.8663397959749114,0.714581481642937,0.8310415230909849
2,4,AutoEnconderLastEvent,val,Phase4_Channels18-28_window50_percentile99_epochs25_lr0.0001__2025-01-07_09-23-30,2025-01-07 09:56:25,50,subset,1.0,0.9259259259259259,0.9842519685039369,0.9259259259259259,0.9259259259259259,0.9259259259259259,0.9259259259259259,0.14779007001229225,0.4335003590804384,0.13812154696132597,1.0,0.9980790778912696,0.9629629629629629,0.921882422527013,0.9544565439898679
2,4,AutoEnconderLastEvent,test,Phase4_Channels18-28_window50_percentile99_epochs25_lr0.0001__2025-01-07_09-23-30,2025-01-07 09:56:25,50,subset,0.9999993849303936,0.8114285714285714,0.9555850150162273,0.8114285714285714,0.8114285714285714,0.8114285714285714,0.8104761904761906,0.1617728303442589,0.43005079753378544,0.2132132132132132,1.0,0.9925312801287497,0.9064396124148646,0.7941773578399286,0.8815179273539501
2,4,VariationalAutoencoderFullWindow,train,Phase4_Channels18-28_window50_percentile99_epochs25_lr0.0001__2025-01-07_09-57-10,2025-01-07 10:33:45,50,subset,0.09459735277002129,0.9634146341463414,0.11541358585172892,0.9634146341463414,0.9634146341463414,0.9634146341463414,0.9267615176151762,0.43675620901230655,0.7091401260425149,0.07519035532994923,1.0,0.9969866537159526,0.9010078904649721,0.7473667969575241,0.8654256454270363
2,4,VariationalAutoencoderFullWindow,val,Phase4_Channels18-28_window50_percentile99_epochs25_lr0.0001__2025-01-07_09-57-10,2025-01-07 10:33:45,50,subset,0.020485978246234136,1.0,0.025476992529109965,1.0,1.0,1.0,1.0,0.3053230719897386,0.6768061738753623,0.08231707317073171,1.0,0.9979587073597471,0.9074628712468308,0.5752588765077219,0.8135052763044271
2,4,VariationalAutoencoderFullWindow,test,Phase4_Channels18-28_window50_percentile99_epochs25_lr0.0001__2025-01-07_09-57-10,2025-01-07 10:33:45,50,subset,0.11493440900344244,0.9942857142857143,0.13963279957762725,0.9942857142857143,0.9942857142857143,0.9942857142857143,0.9764285714285714,0.3840175221603793,0.7221285871277328,0.081786133960047,0.9942528735632183,0.9905263933929431,0.9182796651042646,0.7964143830728612,0.891011603974419
2,4,VariationalAutoencoderLastEvent,train,Phase4_Channels18-28_window50_percentile99_epochs25_lr0.0001__2025-01-07_10-34-55,2025-01-07 11:17:23,50,subset,0.10215526163742121,0.9634146341463414,0.12439649467418784,0.9634146341463414,0.9634146341463414,0.9634146341463414,0.9312330623306232,0.43883111017257354,0.7084542164139358,0.07808896210873147,1.0,0.9954597591335661,0.8942837891392702,0.7512553057808001,0.8614810066817778
2,4,VariationalAutoencoderLastEvent,val,Phase4_Channels18-28_window50_percentile99_epochs25_lr0.0001__2025-01-07_10-34-55,2025-01-07 11:17:23,50,subset,0.026064959506079982,1.0,0.03237026695823314,1.0,1.0,1.0,1.0,0.32290631179520063,0.6936364307954025,0.08181818181818182,1.0,0.9989859982497669,0.9137971360256026,0.6324545168341489,0.8391401071542931
2,4,VariationalAutoencoderLastEvent,test,Phase4_Channels18-28_window50_percentile99_epochs25_lr0.0001__2025-01-07_10-34-55,2025-01-07 11:17:23,50,subset,0.11655535629084522,0.9942857142857143,0.14154600515393584,0.9942857142857143,0.9942857142857143,0.9942857142857143,0.972904761904762,0.38686693465264893,0.7221788021812646,0.08650260999254288,0.9971181556195965,0.9927354388205321,0.9169509432290486,0.7843420947160946,0.8869592728488068
2,3,AutoEnconderFullWindow,train,Phase3_target_window50_percentile99_epochs25_lr0.0001__2025-01-07_11-32-03,2025-01-07 11:59:35,50,target,0.3725055370108277,0.8287671232876712,0.41859545027719913,0.8287671232876712,0.800228310502283,0.8182262942536915,0.819634703196347,0.16743128252451903,0.4403175011020451,0.05297723292469352,1.0,0.9829076889336643,0.8970719682547142,0.7845414510082814,0.872055357514142
2,3,AutoEnconderFullWindow,val,Phase3_target_window50_percentile99_epochs25_lr0.0001__2025-01-07_11-32-03,2025-01-07 11:59:35,50,target,0.5317243095108805,0.8928571428571429,0.5785232253750109,0.8928571428571429,0.869047619047619,0.8826530612244898,0.8928571428571429,0.20069031477147353,0.5068336573971882,0.04655493482309125,1.0,0.9971224798963634,0.9204986602596433,0.8771981725290601,0.9114999203277558
2,3,AutoEnconderFullWindow,test,Phase3_target_window50_percentile99_epochs25_lr0.0001__2025-01-07_11-32-03,2025-01-07 11:59:35,50,target,0.0904537725880861,0.9419889502762431,0.11041654943752158,0.9295580110497238,0.9072283609576428,0.919916160420304,0.9293759417378202,0.16449638285386434,0.4568193432350462,0.06767215717404247,0.9941002949852508,0.9931933816105624,0.9285339550107676,0.8960275812993521,0.9218453551852288
2,2,AutoEnconderFullWindow,train,Phase2_target_window50_percentile99_epochs25_lr0.0001__2025-01-07_11-47-25,2025-01-07 12:09:57,50,target,0.9664187344446694,0.7176470588235294,0.9037611448662409,0.7176470588235294,0.707843137254902,0.7146167557932264,0.7029411764705882,0.10550254413655394,0.31459464702245243,0.0449521002210759,0.95,0.9248528427658921,0.837512660581092,0.6723752352747157,0.7982996889146434
2,2,AutoEnconderFullWindow,val,Phase2_target_window50_percentile99_epochs25_lr0.0001__2025-01-07_11-47-25,2025-01-07 12:09:57,50,target,0.08866906513500462,0.9090909090909091,0.10819803138827798,0.75,0.8333333333333333,0.7543617998163454,0.6525260835421263,0.20293104025161446,0.41952424810353717,0.11560693641618497,0.5789473684210527,0.5789387727662626,0.6919251683133807,0.802693229496096,0.7115636870209099
2,2,AutoEnconderFullWindow,test,Phase2_target_window50_percentile99_epochs25_lr0.0001__2025-01-07_11-47-25,2025-01-07 12:09:57,50,target,0.04747098762785337,0.9392265193370166,0.058598306263684605,0.919889502762431,0.8998618784530387,0.9079775158849744,0.9169464513387164,0.1626135667958183,0.43968415452729975,0.08765145656096932,0.7299703264094956,0.7364743035474006,0.7803048236652573,0.8748233746122105,0.7975385161005148
2,1,AutoEnconderFullWindow,train,Phase1_target_window50_percentile99_epochs25_lr0.0001__2025-01-07_12-00-06,2025-01-07 12:39:35,50,target,0.41137808378428165,1.0,0.4662693561638484,0.9285714285714286,1.0,0.9365079365079365,0.8919642857142858,0.3646129663986806,0.6586577401125485,0.07446808510638298,1.0,0.9997763824652423,0.8827137495248188,0.8171544888458234,0.8687736298418719
2,1,AutoEnconderFullWindow,val,Phase1_target_window50_percentile99_epochs25_lr0.0001__2025-01-07_12-00-06,2025-01-07 12:39:35,50,target,0.011170401197138202,1.0,0.013924117003112586,0.5416666666666666,1.0,0.5811965811965811,0.38799857549857547,0.3737373737373737,0.30060788884318296,0.5714285714285714,1.0,0.9999626386302863,0.3552132541452945,0.6325019721246461,0.38935158288392446
2,1,AutoEnconderFullWindow,test,Phase1_target_window50_percentile99_epochs25_lr0.0001__2025-01-07_12-00-06,2025-01-07 12:39:35,50,target,0.0,1.0,0.0,0.289134438305709,1.0,0.3336175158695385,0.36949986441056176,0.6873376624257612,0.40359782748594336,1.0,0.12534818941504178,0.14849915430020774,0.5137146263640257,1.0,0.569059709007172
2,3,AutoEnconderFullWindow,train,Phase3_Channels18-28_window50_percentile99_epochs25_lr0.0001__2025-01-07_12-12-09,2025-01-07 12:50:15,50,subset,0.9908247991343662,0.8,0.945708634098973,0.8,0.8,0.8,0.8,0.20815450422593276,0.4835198941939179,0.040157762638938686,0.9910714285714286,0.9656080789150439,0.8897657766706599,0.7536764701659009,0.8587532305118668
2,3,AutoEnconderFullWindow,val,Phase3_Channels18-28_window50_percentile99_epochs25_lr0.0001__2025-01-07_12-12-09,2025-01-07 12:50:15,50,subset,1.0,0.8888888888888888,0.9756097560975611,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.12962962962962962,0.39022879259339976,0.030534351145038167,1.0,0.9985036314070695,0.9415579547158494,0.8723336757627209,0.9268479006608189
2,3,AutoEnconderFullWindow,test,Phase3_Channels18-28_window50_percentile99_epochs25_lr0.0001__2025-01-07_12-12-09,2025-01-07 12:50:15,50,subset,0.09271114633598167,0.9457142857142857,0.11311664379566348,0.9457142857142857,0.9457142857142857,0.9457142857142857,0.9457142857142857,0.16454968047825191,0.4622552332432051,0.05652322404371585,0.9939577039274925,0.985742293803242,0.955218384218145,0.9127750629066317,0.9464168565755395
2,2,AutoEnconderFullWindow,train,Phase2_Channels18-28_window50_percentile99_epochs25_lr0.0001__2025-01-07_12-25-13,2025-01-07 12:54:35,50,subset,1.0,0.8313253012048193,0.9610027855153203,0.8313253012048193,0.8313253012048193,0.8313253012048193,0.8313253012048193,0.3331829482431892,0.607887222732051,0.049215406562054205,1.0,0.9872409471326167,0.9124274877286928,0.7658481098844581,0.878788375312653
2,2,AutoEnconderFullWindow,val,Phase2_Channels18-28_window50_percentile99_epochs25_lr0.0001__2025-01-07_12-25-13,2025-01-07 12:54:35,50,subset,0.30416691783773825,1.0,0.3533400581854536,1.0,1.0,1.0,0.8358395989974937,0.4970760233918129,0.6991998683075681,0.10270270270270271,0.5882352941176471,0.5882349629202973,0.7099648805857411,0.9308906119823425,0.7453429213390927
2,2,AutoEnconderFullWindow,test,Phase2_Channels18-28_window50_percentile99_epochs25_lr0.0001__2025-01-07_12-25-13,2025-01-07 12:54:35,50,subset,0.0712963259070831,0.96,0.0874958928801266,0.96,0.96,0.96,0.96,0.23943826015254582,0.578418553862041,0.06069364161849711,0.9702380952380952,0.9689760570290057,0.9483694726791786,0.9154183772632736,0.9415908345823943
2,1,AutoEnconderFullWindow,train,Phase1_Channels18-28_window50_percentile99_epochs25_lr0.0001__2025-01-07_12-30-00,2025-01-07 13:14:18,50,subset,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8668831168831169,0.9538675610104183,0.11382113821138211,1.0,0.9999927171107966,1.0,0.956090506775471,0.9908983834592309
2,1,AutoEnconderFullWindow,val,Phase1_Channels18-28_window50_percentile99_epochs25_lr0.0001__2025-01-07_12-30-00,2025-01-07 13:14:18,50,subset,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3076923076923077,1.0,0.9999960799804851,1.0,0.9693940232168524,0.9937251667220727
2,1,AutoEnconderFullWindow,test,Phase1_Channels18-28_window50_percentile99_epochs25_lr0.0001__2025-01-07_12-30-00,2025-01-07 13:14:18,50,subset,0.0004796535347250177,1.0,0.0005994950309286133,1.0,1.0,1.0,0.8521292517006801,0.7043641517212946,0.8033714245811481,0.14181523500810372,0.2507204610951009,0.2640010128761024,0.5190980314827554,0.8050223761436177,0.5587918855714311
2,3,AutoEnconderLastEvent,train,Phase3_target_window50_percentile99_epochs25_lr0.0001__2025-01-07_12-56-16,2025-01-07 13:27:28,50,target,0.5647491452488023,0.5958904109589042,0.5707142569516995,0.5901826484018264,0.5707762557077625,0.581786554389294,0.5940639269406393,0.1267510761192501,0.3189262219203831,0.09897610921501707,1.0,0.988708408786474,0.7911997477400659,0.5926290996924914,0.7415086814445533
2,3,AutoEnconderLastEvent,val,Phase3_target_window50_percentile99_epochs25_lr0.0001__2025-01-07_12-56-16,2025-01-07 13:27:28,50,target,0.3323778716812138,0.8214285714285714,0.37730476233378557,0.8214285714285714,0.8214285714285714,0.8214285714285714,0.8214285714285714,0.16929053918218,0.43293792139539206,0.10454545454545454,1.0,0.9652002971398455,0.8696870388424103,0.8226481075234261,0.8598537694203489
2,3,AutoEnconderLastEvent,test,Phase3_target_window50_percentile99_epochs25_lr0.0001__2025-01-07_12-56-16,2025-01-07 13:27:28,50,target,0.32142305879129274,0.8701657458563536,0.36781300131425887,0.8554327808471456,0.8390883977900553,0.8487745948036003,0.8284136949606563,0.1383754004693071,0.3827509575748562,0.1347305389221557,0.9967105263157895,0.9916906953751191,0.8794388940264366,0.821903010334854,0.8672961833407759
2,2,AutoEnconderLastEvent,train,Phase2_target_window50_percentile99_epochs25_lr0.0001__2025-01-07_13-10-45,2025-01-07 13:37:54,50,target,0.46385046931935786,0.611764705882353,0.48742045420941066,0.5647058823529412,0.5901960784313726,0.5669043374925727,0.5369397759103641,0.10521673020623871,0.27428615228074577,0.1326530612244898,1.0,0.9572741189803476,0.7348645937098688,0.5788524485157683,0.6972785318947631
2,2,AutoEnconderLastEvent,val,Phase2_target_window50_percentile99_epochs25_lr0.0001__2025-01-07_13-10-45,2025-01-07 13:37:54,50,target,0.12697697009028353,0.9090909090909091,0.15336588053579683,0.6515151515151515,0.8636363636363636,0.6703851703851704,0.6058252826104619,0.25292783372926914,0.40074793139140197,0.43478260869565216,0.47368421052631576,0.47352313119723205,0.5813238340704618,0.8358047769488587,0.619018882794174
2,2,AutoEnconderLastEvent,test,Phase2_target_window50_percentile99_epochs25_lr0.0001__2025-01-07_13-10-45,2025-01-07 13:37:54,50,target,0.06727475192357812,0.919889502762431,0.08258353389428705,0.8158379373848988,0.8676335174953959,0.8149827267575885,0.8032068221111933,0.17086409818017342,0.4242697411331064,0.17544783983140147,0.8575949367088608,0.8562015256006726,0.6912065264863059,0.7360491254074522,0.699732540465825
2,1,AutoEnconderLastEvent,train,Phase1_target_window50_percentile99_epochs25_lr0.0001__2025-01-07_13-17-25,2025-01-07 13:52:13,50,target,0.7141773230151769,0.7142857142857143,0.7141989986375029,0.6071428571428571,0.6428571428571429,0.611111111111111,0.6326530612244898,0.1637110904968048,0.3508336901194044,0.47619047619047616,1.0,0.9999669924099841,0.8047323832355041,0.6617925821028973,0.7714092288961497
2,1,AutoEnconderLastEvent,val,Phase1_target_window50_percentile99_epochs25_lr0.0001__2025-01-07_13-17-25,2025-01-07 13:52:13,50,target,0.011710834804455809,0.75,0.014581622514752694,0.25,0.25,0.25,0.25,0.022727272727272728,0.08333333333333333,0.2727272727272727,1.0,0.999968982704191,0.41212916281876294,0.16405807989514537,0.3164337175887008
2,1,AutoEnconderLastEvent,test,Phase1_target_window50_percentile99_epochs25_lr0.0001__2025-01-07_13-17-25,2025-01-07 13:52:13,50,target,0.0,1.0,0.0,0.30432780847145485,0.9797421731123389,0.34888998284650236,0.3973427584460831,0.4786033457006444,0.4005386338317692,1.0,0.40625,0.41661132628190406,0.5137146263640257,1.0,0.569059709007172
2,1,AutoEnconderLastEvent,train,Phase3_Channels18-28_window50_percentile99_epochs25_lr0.0001__2025-01-07_13-38-51,2025-01-07 13:58:43,50,subset,1.0,0.9285714285714286,0.9848484848484849,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.4653679653679654,0.747241480324187,0.08496732026143791,1.0,0.9999893056400359,0.9642857142857143,0.8895393012506662,0.9483481116293302
2,1,AutoEnconderLastEvent,val,Phase3_Channels18-28_window50_percentile99_epochs25_lr0.0001__2025-01-07_13-38-51,2025-01-07 13:58:43,50,subset,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.41666666666666663,0.762987012987013,0.3076923076923077,1.0,0.9999935464811065,1.0,0.9684599537027554,0.9935287068316446
2,1,AutoEnconderLastEvent,test,Phase3_Channels18-28_window50_percentile99_epochs25_lr0.0001__2025-01-07_13-38-51,2025-01-07 13:58:43,50,subset,0.9856547472860296,0.9828571428571429,0.9850939530290225,0.9828571428571429,0.9828571428571429,0.9828571428571429,0.98,0.22389466089466087,0.5632240328063646,0.09095716552088842,1.0,0.9905505954687751,0.9907797026323658,0.9663058012963851,0.9857862450195463
2,1,AutoEnconderLastEvent,train,Phase1_Channels18-28_window50_percentile99_epochs25_lr0.0001__2025-01-07_13-55-06,2025-01-07 14:04:46,50,subset,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6764069264069265,0.9019195090623661,0.0782122905027933,1.0,0.9999927171107966,1.0,0.9515477746986969,0.9899187892646522
2,1,AutoEnconderLastEvent,val,Phase1_Channels18-28_window50_percentile99_epochs25_lr0.0001__2025-01-07_13-55-06,2025-01-07 14:04:46,50,subset,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.9090909090909091,0.4,1.0,0.9999956288416099,1.0,0.9674827449079558,0.9933228509340183
2,1,AutoEnconderLastEvent,test,Phase1_Channels18-28_window50_percentile99_epochs25_lr0.0001__2025-01-07_13-55-06,2025-01-07 14:04:46,50,subset,0.051923681918845686,0.9828571428571429,0.06405855974009532,0.9828571428571429,0.9828571428571429,0.9828571428571429,0.933490723562152,0.5481834673263244,0.7898763456012003,0.20259128386336867,0.3724340175953079,0.36852965814487526,0.6228159523945938,0.9310087997964595,0.6669737611352969
2,2,AutoEnconderLastEvent,train,Phase2_Channels18-28_window50_percentile99_epochs25_lr0.0001__2025-01-07_13-57-27,2025-01-07 14:09:07,50,subset,1.0,0.891566265060241,0.9762532981530344,0.891566265060241,0.891566265060241,0.891566265060241,0.8851118760757316,0.36859733305516434,0.6620053868760971,0.14741035856573706,1.0,0.9886083012326128,0.9447791164658635,0.8295546449666119,0.9192427023899261
2,2,AutoEnconderLastEvent,val,Phase2_Channels18-28_window50_percentile99_epochs25_lr0.0001__2025-01-07_13-57-27,2025-01-07 14:09:07,50,subset,0.3657634753934271,1.0,0.4188997840297175,1.0,1.0,1.0,0.816374269005848,0.5442317916002126,0.6916246006477275,0.3220338983050847,0.5294117647058824,0.529411732120442,0.6890815163679599,0.9806270701673444,0.7326453763694459
2,2,AutoEnconderLastEvent,test,Phase2_Channels18-28_window50_percentile99_epochs25_lr0.0001__2025-01-07_13-57-27,2025-01-07 14:09:07,50,subset,0.897726457437383,0.96,0.9095263380887985,0.96,0.96,0.96,0.9507619047619047,0.25503566274994843,0.5892836037308045,0.14704595185995623,0.9492537313432836,0.9489463822939854,0.9537412033271297,0.938561886052507,0.9506661874127956
2,3,AutoEnconderLastEvent,train,Phase3_Channels18-28_window50_percentile99_epochs25_lr0.0001__2025-01-07_14-06-25,2025-01-07 14:22:04,50,subset,0.9750777556860281,0.75,0.9198666814988002,0.75,0.75,0.75,0.7482142857142857,0.2571583178726036,0.5051147349974534,0.11254019292604502,0.9809523809523809,0.9565937073784769,0.853249619850135,0.7000994139468716,0.8174838917684267
2,3,AutoEnconderLastEvent,val,Phase3_Channels18-28_window50_percentile99_epochs25_lr0.0001__2025-01-07_14-06-25,2025-01-07 14:22:04,50,subset,0.989598656653864,0.8518518518518519,0.9585970953631965,0.8518518518518519,0.8518518518518519,0.8518518518518519,0.8518518518518519,0.18069584736251404,0.47439452092388784,0.06534090909090909,0.9130434782608695,0.911524118216903,0.9007204585991194,0.8357208575919398,0.8869240553626713
2,3,AutoEnconderLastEvent,test,Phase3_Channels18-28_window50_percentile99_epochs25_lr0.0001__2025-01-07_14-06-25,2025-01-07 14:22:04,50,subset,0.9999832864588747,0.9257142857142857,0.984191179419982,0.9257142857142857,0.9257142857142857,0.9257142857142857,0.9253571428571429,0.2095744176458462,0.526923028628076,0.1410535481062255,1.0,0.9926459423400156,0.9636704659910827,0.9061292436429569,0.9515849142841736
2,3,VariationalAutoencoderFullWindow,train,Phase3_target_window50_percentile99_epochs25_lr0.0001__2025-01-07_14-25-47,2025-01-07 14:55:19,50,target,0.03768713976362049,0.958904109589041,0.046650556132673264,0.9383561643835616,0.910958904109589,0.9265650635513649,0.8076109773027581,0.3011929459998463,0.5852308292883495,0.10802469135802469,1.0,0.9881813445483758,0.7638760134949061,0.5531517418068808,0.709796343748366
2,3,VariationalAutoencoderFullWindow,val,Phase3_target_window50_percentile99_epochs25_lr0.0001__2025-01-07_14-25-47,2025-01-07 14:55:19,50,target,0.03408160030618821,0.9642857142857143,0.04222886735862791,0.9642857142857143,0.9404761904761905,0.9540816326530612,0.9017857142857143,0.3369739964443635,0.6602171394725953,0.08571428571428572,1.0,0.9829361636952196,0.8297094272158828,0.454095293199869,0.7119316806841475
2,3,VariationalAutoencoderFullWindow,test,Phase3_target_window50_percentile99_epochs25_lr0.0001__2025-01-07_14-25-47,2025-01-07 14:55:19,50,target,0.03877612053159231,0.9834254143646409,0.0479970241904383,0.9613259668508287,0.9325506445672193,0.9480646540384109,0.932435422749246,0.305623153438542,0.6464629408623624,0.11066210755362138,1.0,0.9936650870832867,0.7895289963608567,0.4914934201400545,0.7041334235877733
2,2,VariationalAutoencoderFullWindow,train,Phase2_target_window50_percentile99_epochs25_lr0.0001__2025-01-07_14-41-31,2025-01-07 15:17:43,50,target,0.02108547729131784,0.9529411764705882,0.026211850941424922,0.9411764705882353,0.9156862745098039,0.931423478482302,0.6417349807055689,0.3688391450025309,0.5267057431186379,0.09194097616345062,0.9866666666666667,0.9907584097976297,0.6649528392761754,0.45489594654495447,0.6087339347931229
